timestamp,source_id,destination_id,packet_type,packet_size_bytes,data_rate_mbps,signal_strength_rssi,throughput_kbps,latency_ms,is_anomaly,anomaly_type
2026-06-13 12:00:18.125,Node_012,Node_048,BSM,726,3.19,-83.4,18.53,6.9,0,Normal
2026-06-13 12:00:48.202,Node_009,Node_011,UDP_STREAM,798,10.46,-84.8,66.78,8.059999999999999,0,Normal
2026-06-13 12:00:30.723,Node_003,Node_010,BSM,1150,5.23,-83.0,48.12,6.15,0,Normal
2026-06-13 12:00:54.636,Node_032,Node_037,DENM,763,5.58,-53.6,34.06,7.31,0,Normal
2026-06-13 12:00:41.514,Node_012,Node_034,DENM,269,9.86,-78.6,21.22,6.99,0,Normal
2026-06-13 12:01:11.190,Node_006,Node_023,CAM,426,10.83,-58.5,36.91,8.14,0,Normal
2026-06-13 12:00:53.635,Node_014,Node_049,BSM,833,7.3,-45.1,48.65,7.32,0,Normal
2026-06-13 12:00:07.584,Node_008,Node_043,BSM,554,6.46,-48.8,28.63,8.6,0,Normal
2026-06-13 12:00:45.576,Node_003,Node_044,CAM,1106,5.21,-48.4,46.1,6.14,0,Normal
2026-06-13 12:01:08.472,Node_017,Node_035,DENM,941,4.83,-48.5,36.36,5.05,0,Normal
2026-06-13 12:01:06.675,Node_033,Node_029,BSM,698,2.44,-49.1,13.62,4.74,0,Normal
2026-06-13 12:01:29.676,Node_006,Node_007,CAM,371,11.72,-54.1,34.78,4.8100000000000005,0,Normal
2026-06-13 12:00:16.562,Node_014,Node_043,CAM,844,9.74,-50.4,65.76,6.09,0,Normal
2026-06-13 12:00:22.968,Node_014,Node_035,CAM,1048,9.03,-46.0,75.71,6.72,0,Normal
2026-06-13 12:00:17.892,Node_048,Node_044,UDP_STREAM,1409,47.71,-56.3,537.79,271.64,1,DoS_Flooding
2026-06-13 12:00:17.920,Node_037,Node_015,BSM,1132,4.59,-69.5,41.57,4.279999999999999,0,Normal
2026-06-13 12:01:16.920,Node_021,Node_002,UDP_STREAM,1492,75.92,-80.3,906.18,262.65,1,DoS_Flooding
2026-06-13 12:00:13.482,Node_045,Node_005,DENM,566,11.28,-80.8,51.08,5.91,0,Normal
2026-06-13 12:00:55.941,Node_039,Node_006,CAM,488,9.65,-67.5,37.67,6.45,0,Normal
2026-06-13 12:00:10.948,Node_031,Node_011,CAM,746,4.2,-55.1,25.07,8.91,0,Normal
2026-06-13 12:01:36.105,Node_019,Node_041,DENM,347,4.98,-49.5,13.82,4.59,0,Normal
2026-06-13 12:01:07.830,Node_001,Node_036,UDP_STREAM,1476,64.7,-80.1,763.98,213.67,1,DoS_Flooding
2026-06-13 12:00:20.057,Node_020,Node_014,BSM,966,9.41,-56.0,72.72,7.33,0,Normal
2026-06-13 12:01:31.368,Node_010,Node_011,UDP_STREAM,388,4.21,-51.6,13.07,6.15,0,Normal
2026-06-13 12:00:36.344,Node_043,Node_037,UDP_STREAM,1072,2.54,-55.0,21.78,7.04,0,Normal
2026-06-13 12:01:37.500,Node_030,Node_042,CAM,762,2.73,-58.1,16.64,6.23,0,Normal
2026-06-13 12:00:39.060,Node_047,Node_038,CAM,698,11.52,-70.7,64.33,7.29,0,Normal
2026-06-13 12:00:45.640,Node_007,Node_019,DENM,834,2.7,-77.3,18.01,5.45,0,Normal
2026-06-13 12:01:01.382,Node_040,Node_043,CAM,513,8.93,-78.9,36.65,5.34,0,Normal
2026-06-13 12:00:58.860,Node_028,Node_011,TCP_ACK,64,2.05,-75.2,1.05,4.529999999999999,0,Normal
2026-06-13 12:01:19.255,Node_018,Node_024,BSM,337,8.8,-71.7,23.72,7.05,0,Normal
2026-06-13 12:01:21.344,Node_023,Node_050,BSM,512,6.87,-80.6,28.14,5.74,0,Normal
2026-06-13 12:00:19.710,Node_018,Node_009,CAM,1112,7.39,-74.5,65.74,4.779999999999999,0,Normal
2026-06-13 12:00:19.082,Node_047,Node_005,UDP_STREAM,1474,73.95,-64.7,872.02,265.76,1,DoS_Flooding
2026-06-13 12:00:42.176,Node_003,Node_036,DENM,466,7.43,-45.1,27.7,7.29,0,Normal
2026-06-13 12:00:31.680,Node_024,Node_026,BSM,428,10.91,-61.4,37.36,6.7,0,Normal
2026-06-13 12:00:29.084,Node_030,Node_033,UDP_STREAM,1430,87.4,-70.4,999.86,274.54,1,DoS_Flooding
2026-06-13 12:00:34.424,Node_049,Node_033,UDP_STREAM,343,6.46,-77.8,17.73,8.82,0,Normal
2026-06-13 12:00:31.161,Node_048,Node_047,DENM,695,11.39,-83.4,63.33,6.38,0,Normal
2026-06-13 12:00:45.816,Node_005,Node_017,CAM,578,4.34,-58.3,20.07,7.16,0,Normal
2026-06-13 12:01:07.830,Node_025,Node_031,BSM,1139,6.55,-83.1,59.68,6.67,0,Normal
2026-06-13 12:01:01.272,Node_007,Node_046,TCP_ACK,64,11.68,-59.7,5.98,6.12,0,Normal
2026-06-13 12:00:51.359,Node_038,Node_035,CAM,783,3.74,-58.9,23.43,7.05,0,Normal
2026-06-13 12:00:19.372,Node_034,Node_017,BSM,585,11.73,-76.1,54.9,8.33,0,Normal
2026-06-13 12:01:05.562,Node_032,Node_031,UDP_STREAM,1108,8.04,-64.9,71.27,6.09,0,Normal
2026-06-13 12:00:34.840,Node_015,Node_005,CAM,726,8.43,-76.5,48.96,7.61,0,Normal
2026-06-13 12:01:08.442,Node_039,Node_046,CAM,1036,3.18,-75.8,26.36,5.63,0,Normal
2026-06-13 12:00:26.208,Node_031,Node_044,TCP_ACK,64,6.79,-76.6,3.48,9.74,0,Normal
2026-06-13 12:01:17.395,Node_002,Node_016,CAM,244,3.28,-61.3,6.4,5.5,0,Normal
2026-06-13 12:01:35.034,Node_003,Node_037,BSM,350,2.56,-74.7,7.17,10.73,0,Normal
2026-06-13 12:01:16.275,Node_039,Node_037,CAM,852,2.19,-56.2,14.93,5.09,0,Normal
2026-06-13 12:00:55.432,Node_006,Node_014,BSM,659,8.07,-66.1,42.55,6.03,0,Normal
2026-06-13 12:00:44.682,Node_027,Node_039,CAM,346,9.95,-52.2,27.54,7.13,0,Normal
2026-06-13 12:01:34.920,Node_017,Node_011,CAM,941,8.86,-48.1,66.7,8.469999999999999,0,Normal
2026-06-13 12:00:18.333,Node_015,Node_025,DENM,594,3.32,-84.3,15.78,9.29,0,Normal
2026-06-13 12:01:34.520,Node_044,Node_027,CAM,1046,3.5,-81.1,29.29,8.940000000000001,0,Normal
2026-06-13 12:00:12.939,Node_035,Node_033,DENM,970,3.18,-65.7,24.68,4.7,0,Normal
2026-06-13 12:01:40.936,Node_001,Node_050,UDP_STREAM,894,8.49,-64.1,60.72,7.08,0,Normal
2026-06-13 12:00:14.343,Node_045,Node_034,DENM,639,4.29,-52.9,21.93,5.55,0,Normal
2026-06-13 12:01:13.188,Node_023,Node_038,DENM,1023,9.41,-54.5,77.01,8.01,0,Normal
2026-06-13 12:00:23.975,Node_028,Node_009,UDP_STREAM,460,6.77,-75.7,24.91,8.24,0,Normal
2026-06-13 12:00:56.252,Node_039,Node_035,CAM,618,4.58,-84.8,22.64,6.91,0,Normal
2026-06-13 12:00:07.557,Node_037,Node_034,DENM,320,7.2,-70.0,18.43,5.82,0,Normal
2026-06-13 12:01:01.920,Node_027,Node_024,CAM,309,3.55,-58.9,8.78,5.220000000000001,0,Normal
2026-06-13 12:01:41.283,Node_028,Node_037,CAM,574,8.12,-45.3,37.29,5.62,0,Normal
2026-06-13 12:00:42.780,Node_027,Node_036,CAM,1002,7.58,-77.9,60.76,5.57,0,Normal
2026-06-13 12:01:31.903,Node_017,Node_020,TCP_ACK,64,7.78,-54.0,3.98,6.53,0,Normal
2026-06-13 12:00:31.140,Node_043,Node_008,CAM,965,4.3,-53.7,33.2,8.11,0,Normal
2026-06-13 12:00:24.255,Node_014,Node_033,BSM,610,9.86,-53.0,48.12,6.63,0,Normal
2026-06-13 12:00:15.962,Node_011,Node_025,DENM,1187,8.36,-52.8,79.39,5.15,0,Normal
2026-06-13 12:01:30.350,Node_039,Node_028,BSM,290,30.76,-109.4,6.12,2.97,1,Sybil_Spoofing
2026-06-13 12:01:39.528,Node_019,Node_046,UDP_STREAM,1186,7.97,-47.2,75.62,7.52,0,Normal
2026-06-13 12:01:34.792,Node_029,Node_001,BSM,406,10.51,-47.8,34.14,10.04,0,Normal
2026-06-13 12:00:41.182,Node_003,Node_039,DENM,722,7.16,-75.7,41.36,6.61,0,Normal
2026-06-13 12:00:13.281,Node_024,Node_016,UDP_STREAM,870,2.0,-78.7,13.92,5.65,0,Normal
2026-06-13 12:01:18.400,Node_023,Node_043,UDP_STREAM,1490,48.43,-77.0,577.29,106.19,1,DoS_Flooding
2026-06-13 12:00:57.482,Node_047,Node_036,DENM,1136,7.83,-71.1,71.16,7.41,0,Normal
2026-06-13 12:00:47.034,Node_039,Node_013,CAM,665,11.3,-62.0,60.12,9.21,0,Normal
2026-06-13 12:01:20.142,Node_033,Node_007,CAM,772,2.72,-73.2,16.8,6.09,0,Normal
2026-06-13 12:01:39.264,Node_017,Node_035,BSM,1032,9.93,-75.0,81.98,5.82,0,Normal
2026-06-13 12:01:14.730,Node_037,Node_031,CAM,988,4.43,-71.4,35.01,4.9399999999999995,0,Normal
2026-06-13 12:01:29.662,Node_038,Node_002,UDP_STREAM,693,3.16,-82.3,17.52,6.58,0,Normal
2026-06-13 12:00:46.662,Node_044,Node_045,TCP_ACK,64,4.3,-72.4,2.2,7.66,0,Normal
2026-06-13 12:01:40.536,Node_035,Node_001,DENM,0,0.0,-75.1,0.0,0.0,1,Blackhole_Drop
2026-06-13 12:01:08.773,Node_005,Node_036,BSM,1153,3.78,-72.4,34.87,6.8,0,Normal
2026-06-13 12:00:55.380,Node_012,Node_048,CAM,899,11.3,-77.4,81.27,7.21,0,Normal
2026-06-13 12:00:49.770,Node_048,Node_016,BSM,1093,4.65,-75.8,40.66,7.34,0,Normal
2026-06-13 12:01:11.912,Node_010,Node_050,CAM,309,3.2,-81.9,7.91,5.25,0,Normal
2026-06-13 12:01:36.968,Node_040,Node_001,CAM,982,10.57,-46.7,83.04,5.43,0,Normal
2026-06-13 12:01:14.970,Node_040,Node_021,CAM,704,10.98,-49.8,61.84,6.6,0,Normal
2026-06-13 12:00:57.200,Node_032,Node_012,CAM,982,11.16,-73.8,87.67,7.54,0,Normal
2026-06-13 12:00:30.072,Node_004,Node_034,UDP_STREAM,1444,64.69,-47.4,747.3,246.29,1,DoS_Flooding
2026-06-13 12:00:38.718,Node_030,Node_008,UDP_STREAM,1486,55.54,-72.4,660.26,221.54,1,DoS_Flooding
2026-06-13 12:01:06.774,Node_024,Node_040,UDP_STREAM,1082,4.6,-63.1,39.82,6.83,0,Normal
2026-06-13 12:01:33.470,Node_040,Node_022,TCP_ACK,64,5.66,-65.0,2.9,6.48,0,Normal
2026-06-13 12:01:15.600,Node_024,Node_026,CAM,486,6.51,-62.1,25.31,5.93,0,Normal
2026-06-13 12:00:49.028,Node_007,Node_047,TCP_ACK,64,4.7,-75.6,2.41,8.36,0,Normal
2026-06-13 12:01:17.254,Node_013,Node_010,TCP_ACK,64,10.0,-55.5,5.12,7.31,0,Normal
2026-06-13 12:00:08.676,Node_012,Node_027,CAM,711,3.34,-49.3,19.0,7.36,0,Normal
2026-06-13 12:01:45.704,Node_047,Node_021,CAM,1004,6.87,-75.0,55.18,5.140000000000001,0,Normal
2026-06-13 12:00:15.950,Node_026,Node_007,BSM,907,3.63,-76.4,26.34,6.03,0,Normal
2026-06-13 12:00:24.684,Node_029,Node_048,CAM,542,4.6,-70.6,19.95,6.55,0,Normal
2026-06-13 12:00:54.525,Node_023,Node_002,TCP_ACK,64,6.12,-71.0,3.13,6.72,0,Normal
2026-06-13 12:00:43.680,Node_037,Node_042,CAM,864,7.38,-45.8,51.01,11.39,0,Normal
2026-06-13 12:01:07.797,Node_044,Node_033,BSM,699,31.96,-100.8,54.52,2.91,1,Sybil_Spoofing
2026-06-13 12:00:37.960,Node_041,Node_022,CAM,631,8.31,-62.1,41.95,4.1,0,Normal
2026-06-13 12:00:20.468,Node_006,Node_011,CAM,551,4.28,-72.3,18.87,6.57,0,Normal
2026-06-13 12:00:57.096,Node_039,Node_042,CAM,604,4.71,-67.2,22.76,7.22,0,Normal
2026-06-13 12:01:14.766,Node_048,Node_038,DENM,733,11.66,-68.4,68.37,6.55,0,Normal
2026-06-13 12:00:11.010,Node_009,Node_047,CAM,440,8.62,-47.4,30.34,3.88,0,Normal
2026-06-13 12:00:22.050,Node_014,Node_011,CAM,606,3.03,-82.4,14.69,6.89,0,Normal
2026-06-13 12:01:50.400,Node_004,Node_002,BSM,989,27.33,-106.1,47.23,2.31,1,Sybil_Spoofing
2026-06-13 12:01:20.333,Node_020,Node_015,BSM,453,9.38,-67.3,33.99,5.05,0,Normal
2026-06-13 12:01:46.272,Node_011,Node_002,CAM,235,8.64,-50.6,16.24,5.65,0,Normal
2026-06-13 12:01:36.809,Node_030,Node_035,UDP_STREAM,1157,4.72,-67.2,43.69,6.4,0,Normal
2026-06-13 12:01:49.520,Node_012,Node_038,CAM,811,6.57,-55.0,42.63,5.779999999999999,0,Normal
2026-06-13 12:01:29.661,Node_034,Node_041,CAM,854,7.34,-48.6,50.15,5.96,0,Normal
2026-06-13 12:00:50.456,Node_006,Node_029,CAM,515,5.66,-74.6,23.32,6.91,0,Normal
2026-06-13 12:00:07.430,Node_034,Node_049,CAM,1068,3.36,-73.5,28.71,5.71,0,Normal
2026-06-13 12:01:40.440,Node_049,Node_031,DENM,506,2.09,-67.8,8.46,4.83,0,Normal
2026-06-13 12:00:51.405,Node_001,Node_036,BSM,582,3.89,-49.7,18.11,7.89,0,Normal
2026-06-13 12:00:54.458,Node_011,Node_046,DENM,954,8.46,-51.9,64.57,5.279999999999999,0,Normal
2026-06-13 12:00:22.410,Node_028,Node_041,TCP_ACK,64,4.4,-54.4,2.25,6.21,0,Normal
2026-06-13 12:00:59.092,Node_019,Node_042,DENM,960,7.32,-74.2,56.22,5.85,0,Normal
2026-06-13 12:00:20.223,Node_012,Node_009,DENM,496,3.1,-66.8,12.3,5.15,0,Normal
2026-06-13 12:01:41.250,Node_013,Node_021,TCP_ACK,64,2.19,-83.0,1.12,7.83,0,Normal
2026-06-13 12:00:42.807,Node_007,Node_019,UDP_STREAM,1411,52.53,-67.5,592.96,200.99,1,DoS_Flooding
2026-06-13 12:01:12.944,Node_027,Node_020,DENM,1004,9.99,-45.1,80.24,5.98,0,Normal
2026-06-13 12:00:13.554,Node_022,Node_006,CAM,1063,9.51,-79.2,80.87,6.46,0,Normal
2026-06-13 12:01:22.940,Node_005,Node_035,BSM,681,3.82,-49.2,20.81,6.63,0,Normal
2026-06-13 12:01:20.785,Node_001,Node_008,CAM,1197,9.68,-75.0,92.7,5.2,0,Normal
2026-06-13 12:01:32.988,Node_016,Node_048,CAM,0,0.0,-55.6,0.0,0.0,1,Blackhole_Drop
2026-06-13 12:00:47.691,Node_031,Node_025,DENM,897,11.61,-47.6,83.31,6.44,0,Normal
2026-06-13 12:00:15.160,Node_048,Node_036,DENM,733,3.22,-65.8,18.88,5.13,0,Normal
2026-06-13 12:01:17.418,Node_004,Node_043,CAM,423,11.73,-75.6,39.69,6.43,0,Normal
2026-06-13 12:00:09.880,Node_011,Node_018,UDP_STREAM,1405,74.05,-53.4,832.32,247.33,1,DoS_Flooding
2026-06-13 12:00:37.289,Node_024,Node_050,CAM,291,4.49,-65.0,10.45,5.92,0,Normal
2026-06-13 12:01:13.152,Node_049,Node_041,DENM,261,2.6,-59.2,5.43,6.88,0,Normal
2026-06-13 12:00:28.231,Node_009,Node_032,UDP_STREAM,438,5.17,-62.7,18.12,6.77,0,Normal
2026-06-13 12:01:14.872,Node_029,Node_047,BSM,397,2.21,-69.9,7.02,8.309999999999999,0,Normal
2026-06-13 12:00:56.610,Node_003,Node_032,DENM,923,6.38,-73.2,47.11,5.2,0,Normal
2026-06-13 12:00:44.428,Node_037,Node_012,CAM,756,5.48,-55.7,33.14,6.36,0,Normal
2026-06-13 12:00:39.117,Node_005,Node_034,BSM,358,6.49,-52.2,18.59,7.91,0,Normal
2026-06-13 12:01:36.768,Node_001,Node_050,BSM,853,7.06,-55.7,48.18,6.87,0,Normal
2026-06-13 12:01:19.207,Node_050,Node_040,BSM,444,5.21,-82.5,18.51,7.7,0,Normal
2026-06-13 12:01:23.930,Node_013,Node_034,CAM,899,6.98,-62.9,50.2,5.13,0,Normal
2026-06-13 12:01:10.932,Node_027,Node_042,BSM,529,26.95,-97.5,13.12,2.75,1,Sybil_Spoofing
2026-06-13 12:00:47.092,Node_007,Node_032,DENM,396,2.99,-62.2,9.47,6.18,0,Normal
2026-06-13 12:01:44.355,Node_034,Node_040,CAM,918,7.9,-83.0,58.02,6.6,0,Normal
2026-06-13 12:00:21.672,Node_001,Node_014,BSM,871,25.91,-98.0,48.15,2.12,1,Sybil_Spoofing
2026-06-13 12:01:29.900,Node_024,Node_046,UDP_STREAM,1409,86.72,-74.4,977.51,103.31,1,DoS_Flooding
2026-06-13 12:00:50.440,Node_034,Node_007,CAM,303,9.25,-63.7,22.42,7.5,0,Normal
2026-06-13 12:01:51.888,Node_043,Node_016,CAM,783,8.25,-77.8,51.68,8.34,0,Normal
2026-06-13 12:01:30.248,Node_048,Node_007,CAM,984,8.39,-70.7,66.05,6.88,0,Normal
2026-06-13 12:01:32.701,Node_007,Node_011,BSM,1011,3.8,-68.9,30.73,5.62,0,Normal
2026-06-13 12:00:39.000,Node_035,Node_039,CAM,653,11.34,-48.9,59.24,7.38,0,Normal
2026-06-13 12:01:12.633,Node_024,Node_027,CAM,982,8.33,-52.0,65.44,8.64,0,Normal
2026-06-13 12:00:55.522,Node_037,Node_035,CAM,419,5.75,-63.0,19.27,6.88,0,Normal
2026-06-13 12:01:19.866,Node_029,Node_026,BSM,200,9.26,-45.7,14.82,5.4,0,Normal
2026-06-13 12:01:51.328,Node_009,Node_020,BSM,206,5.0,-76.1,8.24,5.76,0,Normal
2026-06-13 12:00:11.775,Node_050,Node_045,UDP_STREAM,1042,4.76,-62.9,39.68,6.53,0,Normal
2026-06-13 12:00:38.514,Node_007,Node_003,BSM,671,5.56,-79.5,29.85,8.940000000000001,0,Normal
2026-06-13 12:00:57.451,Node_015,Node_017,BSM,1030,5.0,-62.2,41.2,9.690000000000001,0,Normal
2026-06-13 12:00:51.220,Node_047,Node_005,TCP_ACK,64,9.24,-53.3,4.73,5.470000000000001,0,Normal
2026-06-13 12:00:26.826,Node_039,Node_042,CAM,507,2.37,-52.7,9.61,6.99,0,Normal
2026-06-13 12:00:18.960,Node_050,Node_022,UDP_STREAM,556,10.8,-67.6,48.04,5.75,0,Normal
2026-06-13 12:00:31.640,Node_050,Node_015,UDP_STREAM,1499,76.61,-60.9,918.71,97.72,1,DoS_Flooding
2026-06-13 12:01:54.048,Node_003,Node_021,DENM,752,7.65,-71.9,46.02,7.33,0,Normal
2026-06-13 12:00:38.857,Node_004,Node_044,CAM,949,11.97,-46.2,90.88,6.68,0,Normal
2026-06-13 12:01:50.366,Node_006,Node_015,CAM,642,4.9,-69.2,25.17,6.77,0,Normal
2026-06-13 12:00:24.645,Node_031,Node_037,BSM,963,36.61,-102.5,19.18,1.26,1,Sybil_Spoofing
2026-06-13 12:00:35.024,Node_031,Node_036,CAM,402,6.88,-58.9,22.13,6.91,0,Normal
2026-06-13 12:01:54.768,Node_016,Node_005,TCP_ACK,64,4.66,-67.8,2.39,6.85,0,Normal
2026-06-13 12:00:25.536,Node_008,Node_043,UDP_STREAM,623,6.24,-71.1,31.1,7.76,0,Normal
2026-06-13 12:00:12.784,Node_050,Node_020,DENM,373,11.88,-60.4,35.45,5.51,0,Normal
2026-06-13 12:01:38.400,Node_040,Node_010,TCP_ACK,64,6.4,-48.0,3.28,7.85,0,Normal
2026-06-13 12:01:24.105,Node_010,Node_049,BSM,945,38.9,-95.8,79.61,2.74,1,Sybil_Spoofing
2026-06-13 12:01:06.566,Node_001,Node_022,CAM,910,10.04,-72.8,73.09,6.94,0,Normal
2026-06-13 12:01:15.482,Node_014,Node_048,UDP_STREAM,750,4.12,-63.1,24.72,6.52,0,Normal
2026-06-13 12:02:00.600,Node_031,Node_040,CAM,947,11.92,-57.2,90.31,6.36,0,Normal
2026-06-13 12:01:25.330,Node_038,Node_043,BSM,739,2.43,-78.2,14.37,6.37,0,Normal
2026-06-13 12:01:03.674,Node_004,Node_030,TCP_ACK,64,8.55,-84.7,4.38,6.52,0,Normal
2026-06-13 12:01:03.753,Node_043,Node_024,TCP_ACK,64,10.64,-84.2,5.45,4.859999999999999,0,Normal
2026-06-13 12:01:27.264,Node_015,Node_025,BSM,720,11.77,-81.0,67.8,10.94,0,Normal
2026-06-13 12:01:58.114,Node_006,Node_012,DENM,403,7.01,-66.7,22.6,8.190000000000001,0,Normal
2026-06-13 12:00:12.150,Node_003,Node_016,CAM,1144,7.29,-71.7,66.72,9.719999999999999,0,Normal
2026-06-13 12:00:40.550,Node_002,Node_023,TCP_ACK,64,8.84,-70.8,4.53,7.4,0,Normal
2026-06-13 12:01:52.056,Node_018,Node_004,BSM,840,4.58,-69.5,30.78,5.720000000000001,0,Normal
2026-06-13 12:00:13.821,Node_036,Node_018,DENM,430,3.52,-49.1,12.11,7.17,0,Normal
2026-06-13 12:00:26.048,Node_047,Node_025,CAM,733,11.61,-60.5,68.08,7.75,0,Normal
2026-06-13 12:00:55.420,Node_027,Node_016,UDP_STREAM,786,3.53,-46.2,22.2,5.390000000000001,0,Normal
2026-06-13 12:01:16.704,Node_029,Node_035,CAM,334,4.07,-79.5,10.88,8.6,0,Normal
2026-06-13 12:00:49.837,Node_009,Node_020,CAM,905,9.05,-64.0,65.52,5.95,0,Normal
2026-06-13 12:00:38.446,Node_042,Node_037,DENM,1139,3.58,-82.3,32.62,7.56,0,Normal
2026-06-13 12:00:32.760,Node_012,Node_021,CAM,1059,10.8,-55.9,91.5,8.92,0,Normal
2026-06-13 12:01:34.300,Node_027,Node_020,CAM,653,9.46,-52.1,49.42,6.87,0,Normal
2026-06-13 12:01:05.680,Node_010,Node_050,CAM,392,3.07,-77.6,9.63,8.93,0,Normal
2026-06-13 12:01:04.116,Node_039,Node_037,BSM,827,4.31,-75.7,28.51,4.9,0,Normal
2026-06-13 12:01:23.123,Node_006,Node_045,CAM,998,6.77,-64.9,54.05,5.220000000000001,0,Normal
2026-06-13 12:01:26.520,Node_012,Node_025,CAM,703,6.74,-78.4,37.91,5.51,0,Normal
2026-06-13 12:01:34.050,Node_049,Node_001,BSM,1147,4.7,-68.5,43.13,4.390000000000001,0,Normal
2026-06-13 12:00:50.386,Node_049,Node_014,TCP_ACK,64,2.66,-47.9,1.36,4.6899999999999995,0,Normal
2026-06-13 12:01:51.645,Node_045,Node_021,DENM,1087,6.58,-75.1,57.22,8.940000000000001,0,Normal
2026-06-13 12:00:16.560,Node_039,Node_048,BSM,1044,5.8,-72.5,48.44,8.36,0,Normal
2026-06-13 12:02:01.863,Node_034,Node_042,CAM,0,0.0,-83.5,0.0,0.0,1,Blackhole_Drop
2026-06-13 12:01:44.580,Node_003,Node_016,UDP_STREAM,1449,70.81,-45.6,820.83,233.2,1,DoS_Flooding
2026-06-13 12:00:18.282,Node_013,Node_019,CAM,650,5.98,-72.8,31.1,6.1,0,Normal
2026-06-13 12:01:46.496,Node_011,Node_028,DENM,501,8.13,-82.8,32.59,9.83,0,Normal
2026-06-13 12:00:38.318,Node_030,Node_042,BSM,662,2.9,-65.0,15.36,9.89,0,Normal
2026-06-13 12:02:04.266,Node_009,Node_026,BSM,623,5.23,-84.0,26.07,5.720000000000001,0,Normal
2026-06-13 12:00:50.935,Node_030,Node_006,TCP_ACK,64,4.5,-57.3,2.3,7.75,0,Normal
2026-06-13 12:00:42.636,Node_046,Node_047,DENM,326,2.91,-56.8,7.59,8.26,0,Normal
2026-06-13 12:00:25.947,Node_034,Node_046,BSM,593,9.27,-46.0,43.98,5.6899999999999995,0,Normal
2026-06-13 12:00:41.900,Node_025,Node_036,BSM,589,2.44,-78.2,11.5,3.95,0,Normal
2026-06-13 12:00:40.272,Node_011,Node_010,CAM,383,9.69,-82.9,29.69,7.7,0,Normal
2026-06-13 12:01:44.160,Node_019,Node_041,CAM,385,3.18,-79.7,9.79,5.48,0,Normal
2026-06-13 12:01:02.234,Node_001,Node_030,UDP_STREAM,1463,56.89,-63.3,665.84,223.38,1,DoS_Flooding
2026-06-13 12:01:50.302,Node_030,Node_027,DENM,652,2.79,-61.0,14.55,6.74,0,Normal
2026-06-13 12:02:06.450,Node_018,Node_040,UDP_STREAM,1418,47.75,-52.0,541.68,167.02,1,DoS_Flooding
2026-06-13 12:00:39.668,Node_003,Node_043,BSM,791,10.38,-73.1,65.68,6.04,0,Normal
2026-06-13 12:00:18.590,Node_007,Node_027,DENM,382,3.61,-73.6,11.03,6.85,0,Normal
2026-06-13 12:00:46.530,Node_030,Node_048,TCP_ACK,0,0.0,-47.7,0.0,0.0,1,Blackhole_Drop
2026-06-13 12:01:12.842,Node_021,Node_024,DENM,1119,5.79,-82.3,51.83,4.51,0,Normal
2026-06-13 12:02:07.200,Node_005,Node_019,CAM,682,3.35,-57.2,18.28,4.9399999999999995,0,Normal
2026-06-13 12:02:02.256,Node_027,Node_034,CAM,0,0.0,-60.5,0.0,0.0,1,Blackhole_Drop
2026-06-13 12:02:03.250,Node_006,Node_031,CAM,941,8.89,-47.6,66.92,5.83,0,Normal
2026-06-13 12:01:10.633,Node_028,Node_039,DENM,1068,5.16,-64.0,44.09,7.65,0,Normal
2026-06-13 12:01:25.200,Node_009,Node_040,CAM,776,6.96,-55.8,43.21,8.11,0,Normal
2026-06-13 12:00:47.768,Node_040,Node_015,UDP_STREAM,1403,68.24,-45.8,765.93,272.23,1,DoS_Flooding
2026-06-13 12:00:53.802,Node_040,Node_027,CAM,623,2.45,-71.0,12.21,6.23,0,Normal
2026-06-13 12:00:54.720,Node_001,Node_041,DENM,406,33.25,-105.5,28.91,2.53,1,Sybil_Spoofing
2026-06-13 12:00:33.384,Node_044,Node_022,CAM,549,5.96,-62.2,26.18,6.77,0,Normal
2026-06-13 12:00:46.278,Node_013,Node_022,DENM,1053,5.38,-58.1,45.32,6.0,0,Normal
2026-06-13 12:00:16.302,Node_042,Node_009,DENM,693,3.55,-66.6,19.68,7.87,0,Normal
2026-06-13 12:01:21.605,Node_030,Node_027,CAM,1150,9.43,-51.6,86.76,7.66,0,Normal
2026-06-13 12:01:17.400,Node_036,Node_035,BSM,219,4.08,-57.6,7.15,7.05,0,Normal
2026-06-13 12:01:26.100,Node_005,Node_010,BSM,487,10.41,-71.4,40.56,5.77,0,Normal
2026-06-13 12:02:05.852,Node_011,Node_037,UDP_STREAM,820,5.9,-61.2,38.7,5.34,0,Normal
2026-06-13 12:01:15.944,Node_046,Node_021,CAM,926,2.32,-68.4,17.19,5.43,0,Normal
2026-06-13 12:01:00.480,Node_024,Node_029,UDP_STREAM,1049,11.51,-76.4,96.59,5.48,0,Normal
2026-06-13 12:00:32.870,Node_024,Node_003,BSM,996,4.02,-81.3,32.03,5.4,0,Normal
2026-06-13 12:01:55.178,Node_033,Node_010,DENM,394,5.4,-65.7,17.02,5.83,0,Normal
2026-06-13 12:01:17.163,Node_050,Node_021,CAM,346,9.69,-81.1,26.82,6.46,0,Normal
2026-06-13 12:02:03.256,Node_044,Node_009,UDP_STREAM,410,9.25,-66.6,30.34,6.62,0,Normal
2026-06-13 12:02:04.267,Node_008,Node_001,DENM,518,11.32,-57.5,46.91,5.1899999999999995,0,Normal
2026-06-13 12:00:27.840,Node_022,Node_030,CAM,1110,2.46,-64.2,21.84,6.83,0,Normal
