timestamp,source,log_message,target_label,complexity
2026-03-20 09:19:37,ModernHR,Multiple bad login attempts detected on user 1231 account,Security Alert,bert
2026-11-27 17:17:29,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-29c7955e-3206-4f65-ae51-0eda92149bdd cfb6c34fec9149fba4a916caa062de19 47615aed0b5146279670c41c607aabbd - - -] 10.11.10.1 ""GET /v2/47615aed0b5146279670c41c607aabbd/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1839 time: 0.1460335",HTTP Status,bert
1/7/2026 2:30,ModernCRM,UnAuthorized admin access granted to user 3877,Security Alert,bert
2026-03-31 03:29:51,BillingSystem,Email server encountered a sending fault,Error,bert
8/14/2026 4:48,AnalyticsEngine,Shard 4 synchronization task failed,Error,bert
2026-07-24 09:34:20,AnalyticsEngine,Severe error encountered in core system component,Critical Error,bert
2026-04-13 12:25:27,BillingSystem,Severe error encountered in core system component,Critical Error,bert
5/13/2026 15:45,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-16881815-6d73-45a7-944b-4d1b64183fa0 c0eaebbd2e134a31a4f627c454736179 b76281a8e5614f5682c67bd7aed746c2 - - -] 10.11.10.1 ""GET /v2/b76281a8e5614f5682c67bd7aed746c2/servers/detail HTTP/1.1"" status: 200 len: 428 time: 0.4577842",HTTP Status,bert
1/11/2026 1:56,ModernCRM,Account with ID 2797 created by User4661.,User Action,regex
10/5/2026 6:08,ThirdPartyAPI,Backup started at 2026-04-12 13:44:40.,System Notification,regex
12/18/2026 16:34,LegacyCRM,Escalation rule execution failed for ticket ID 5710 - undefined escalation level.,Workflow Error,llm
7/10/2026 22:31,AnalyticsEngine,"nova.compute.claims [req-a6bf6152-8547-433c-971f-2db190ef2288 7a9a398703dd48a6a5cc800585be8c98 822b492cb03e40ebb3492c6a8ba7295d - - -] [instance: 99a103ff-5726-4773-bebf-a9064ef0baa2] disk limit not specified, defaulting to unlimited",Resource Usage,bert
2026-06-19 00:56:21,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-22644485-b82d-41cf-be85-79c2b7730d0c aea6fce577d941c99aaea9c3105875de a08ac627d7af462a9177125e2f3a5d31 - - -] 10.11.10.1 ""GET /v2/a08ac627d7af462a9177125e2f3a5d31/servers/detail HTTP/1.1"" RCODE  200 len: 1587 time: 0.1012136",HTTP Status,bert
7/25/2026 1:34,BillingSystem,Email service experiencing issues with sending,Critical Error,bert
10/29/2026 19:40,ModernCRM,Multiple bad login attempts detected on user 5715 account,Security Alert,bert
2026-01-24 23:19:56,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-b0d5fc19-df64-45e5-a66a-0354eb2bb1be ef427f4cb4eb4bec8d4b62c7eb6efb0e b92929e55693492c86870b6db97a5280 - - -] 10.11.10.1 ""GET /v2/b92929e55693492c86870b6db97a5280/servers/detail HTTP/1.1"" HTTP status code -  200 len: 537 time: 0.3562744",HTTP Status,bert
2026-02-16 02:22:03,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-7ada6bf5-dcc7-4db8-a2d1-aa34b0f7bb2f 966f8cd0208c428b9687f54306074844 a4d1608674ed4079a7b4a3a8bf1c3d43 - - -] 10.11.10.1 ""GET /v2/a4d1608674ed4079a7b4a3a8bf1c3d43/servers/detail HTTP/1.1"" status: 200 len: 1795 time: 0.0632918",HTTP Status,bert
8/15/2026 12:28,ModernHR,"nova.osapi_compute.wsgi.server [req-ee3eafcb-757d-4219-b48b-58ded947ebeb 26faf045e71d47428693287b64d97e37 b1d4d00094c647cabfddc3d8768336dd - - -] 10.11.10.1 ""GET /v2/b1d4d00094c647cabfddc3d8768336dd/servers/detail HTTP/1.1"" HTTP status code -  200 len: 2070 time: 0.0766137",HTTP Status,bert
2026-07-24 15:09:29,AnalyticsEngine,UnAuthorized admin access granted to user 8567,Security Alert,bert
4/9/2026 1:49,BillingSystem,Unauthorized access to data was attempted,Security Alert,bert
2026-07-16 01:01:19,AnalyticsEngine,User User6021 logged in.,User Action,regex
2026-11-23 11:16:49,ModernHR,UnAuthorized admin access granted to user 5136,Security Alert,bert
2026-07-04 16:26:47,ModernCRM,Shard 28 synchronization task failed,Error,bert
12/5/2026 13:14,BillingSystem,"nova.osapi_compute.wsgi.server [req-e75abe3c-5473-4c15-a773-88233d36ad72 e546640f571a44cd9a207b36fdf2906f b013c0a3a225402eab46f051054b92c2 - - -] 10.11.10.1 ""GET /v2/b013c0a3a225402eab46f051054b92c2/servers/detail HTTP/1.1"" RCODE  200 len: 343 time: 0.0893175",HTTP Status,bert
10/7/2026 1:21,ModernCRM,"nova.osapi_compute.wsgi.server [req-eaf9435c-0543-461c-a1c2-9c36b0bedfa8 f5a560b2bc5d468b943f22e18f85fe5b 75e77faca0f44692baea55dba90c47af - - -] 10.11.10.1 ""GET /v2/75e77faca0f44692baea55dba90c47af/servers/detail HTTP/1.1"" Return code: 200 len: 2261 time: 0.1124793",HTTP Status,bert
2/17/2026 12:56,BillingSystem,"nova.osapi_compute.wsgi.server [req-e5a0735b-139d-4862-847b-a741e221eea2 665fb927793243a29bd45b5889473457 df9eee2f55a34d7f8adf900a61f97562 - - -] 10.11.10.1 ""GET /v2/df9eee2f55a34d7f8adf900a61f97562/servers/detail HTTP/1.1"" RCODE  200 len: 249 time: 0.2600943",HTTP Status,bert
1/5/2026 3:55,ThirdPartyAPI,Email service experiencing issues with sending,Critical Error,bert
2026-12-24 14:26:48,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-acc4f000-57e3-46a8-ab52-7e6890235fd7 5cacae38936f47cb8ba5c8b053dba3d3 7bece1cebfd5468d8b14f99f91f79579 - - -] 10.11.10.1 ""GET /v2/7bece1cebfd5468d8b14f99f91f79579/servers/detail HTTP/1.1"" HTTP status code -  200 len: 421 time: 0.1644995",HTTP Status,bert
2/20/2026 20:12,ModernCRM,"nova.osapi_compute.wsgi.server [req-34a61600-7174-4677-a75b-484c8e60fcd3 02fe7b882cbf4d7db8480065a31873e4 cf127bcc0ad641969d7b132b0b13c545 - - -] 10.11.10.1 ""GET /v2/cf127bcc0ad641969d7b132b0b13c545/servers/detail HTTP/1.1"" Return code: 200 len: 2333 time: 0.1118802",HTTP Status,bert
2026-01-27 04:00:17,ModernHR,System updated to version 2.4.9.,System Notification,regex
2026-11-21 08:29:41,ModernCRM,"nova.osapi_compute.wsgi.server [req-e586c993-52c5-4827-b45c-1ea24ded2525 a73096dc29c2403781a805f4d0b0b981 b91191d8bb2b47f7b5779909672f782b - - -] 10.11.10.1 ""GET /v2/b91191d8bb2b47f7b5779909672f782b/servers/detail HTTP/1.1"" RCODE  200 len: 259 time: 0.2563051",HTTP Status,bert
2026-11-15 23:13:12,AnalyticsEngine,nova.compute.resource_tracker [req-0d10b8cb-de31-42c4-86b9-6a7eefc65f42 - - - - -] Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=1024MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[],Resource Usage,bert
2026-08-23 11:55:51,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-0856e2cf-1149-42d6-a327-0e97fabb2b40 a877014f32ab4bc69ef5351458060f6e 81e6333156054dcbbddd42eda9a54fa4 - - -] 10.11.10.1 ""GET /v2/81e6333156054dcbbddd42eda9a54fa4/servers/detail HTTP/1.1"" Return code: 200 len: 1744 time: 0.2982634",HTTP Status,bert
5/4/2026 23:05,ModernCRM,Backup started at 2026-04-12 13:44:40.,System Notification,regex
2026-06-05 06:18:22,ModernHR,"nova.compute.claims [req-3bbcc994-3166-46b1-a2ad-229c8d622939 43e7769c76c24de89d69125802d7d768 3c74e4531bf641f590a39aec10ed68e3 - - -] [instance: 6ea84d90-85aa-405a-a449-e1ce530f3cc3] disk limit not specified, defaulting to unlimited",Resource Usage,bert
2026-11-30 11:54:19,ModernHR,"nova.osapi_compute.wsgi.server [req-22a9a209-5a90-403a-9322-cdfff5855515 69785ebf3c9545e0b0b2ff167b30b20d 058923af99f948d5b2b50db6ed1bf19f - - -] 10.11.10.1 ""GET /v2/058923af99f948d5b2b50db6ed1bf19f/servers/detail HTTP/1.1"" Return code: 200 len: 806 time: 0.456513",HTTP Status,bert
2026-09-03 22:46:34,ModernCRM,Admin privilege escalation alert for user 8510,Security Alert,bert
2026-09-09 08:44:43,ModernCRM,Backup started at 2026-04-12 13:44:40.,System Notification,regex
7/31/2026 10:01,AnalyticsEngine,"nova.compute.claims [req-e4f3feba-b195-4ac5-9ef4-4876b41af8a0 30471cbbd5f44bea82f34cb8f839657f 94922f2775c54d89ae7fe073d8f79b05 - - -] [instance: 69c5e2e0-fb5d-4b29-9eaf-3cb18da7c09c] disk limit not specified, defaulting to unlimited",Resource Usage,bert
12/21/2026 20:24,BillingSystem,Admin privilege escalation alert for user 6696,Security Alert,bert
7/20/2026 7:48,ModernCRM,File data_1110.csv uploaded successfully by user User2398.,System Notification,regex
2026-04-28 18:17:09,ThirdPartyAPI,Admin privilege escalation alert for user 2619,Security Alert,bert
2026-09-18 13:50:26,ThirdPartyAPI,Admin privilege escalation alert for user 8278,Security Alert,bert
5/1/2026 22:55,ModernHR,"nova.osapi_compute.wsgi.server [req-afda7cd0-c7d6-4611-b3c0-80f2cf5695a0 d1d0584d874e4ea5aa0b90489a2444de 797e57e1c1d44cbc8b7f6ca9d68e4915 - - -] 10.11.10.1 ""GET /v2/797e57e1c1d44cbc8b7f6ca9d68e4915/servers/detail HTTP/1.1"" status: 200 len: 1255 time: 0.2905218",HTTP Status,bert
11/28/2026 4:16,BillingSystem,Severe error encountered in core system component,Critical Error,bert
2026-03-25 16:05:05,ThirdPartyAPI,Shard 32 replication task ended in failure,Error,bert
2026-03-29 11:09:35,BillingSystem,"nova.osapi_compute.wsgi.server [req-231de383-cb10-4f1c-ae54-23148da33035 80754a13b261459c855164fe2df3702a f3004cbc068346b4bb9e5a601f2723b1 - - -] 10.11.10.1 ""GET /v2/f3004cbc068346b4bb9e5a601f2723b1/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1661 time: 0.16683",HTTP Status,bert
2026-06-14 03:39:52,ModernHR,Email service experiencing issues with sending,Critical Error,bert
2026-01-28 13:21:59,BillingSystem,User User6441 logged in.,User Action,regex
2026-01-23 06:43:07,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-b9bc122e-a20c-44ac-8c38-a7d810357697 067109d771eb476590c7e9f2c9525449 24a4c3d7276a4335a5a81065bd362de9 - - -] 10.11.10.1 ""GET /v2/24a4c3d7276a4335a5a81065bd362de9/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1502 time: 0.2311959",HTTP Status,bert
2026-11-26 10:28:10,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-11aacbdc-5cd1-439a-9201-c4bbd0d4cc1f 0d4a591ed3f844abb9849fff55f4e263 e3a68ce54b114c8d8047075ef8c04857 - - -] 10.11.10.1 ""GET /v2/e3a68ce54b114c8d8047075ef8c04857/servers/detail HTTP/1.1"" Return code: 200 len: 1948 time: 0.2255273",HTTP Status,bert
2/13/2026 14:34,BillingSystem,File data_4008.csv uploaded successfully by user User9667.,System Notification,regex
11/19/2026 8:50,ModernHR,"nova.osapi_compute.wsgi.server [req-1939649a-c48c-4a2d-91ef-64ba441c749e bf5e6007b5024bbd9846a02e54ec602e 5c89af7aa0264a6f95894778808ea9ce - - -] 10.11.10.1 ""GET /v2/5c89af7aa0264a6f95894778808ea9ce/servers/detail HTTP/1.1"" RCODE  200 len: 2362 time: 0.479816",HTTP Status,bert
12/4/2026 18:01,BillingSystem,Admin privilege escalation alert for user 4142,Security Alert,bert
4/18/2026 1:27,BillingSystem,"nova.osapi_compute.wsgi.server [req-c1775f6a-3786-4dc4-bdaa-4ac3d3198ed9 7cd39a41a0d94f278e42d5e3cda3e90d bc85bc5b5a7c4c4e88d41d59558c210a - - -] 10.11.10.1 ""GET /v2/bc85bc5b5a7c4c4e88d41d59558c210a/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1856 time: 0.4568768",HTTP Status,bert
2026-12-06 01:47:57,ModernHR,Admin privilege escalation alert for user 3276,Security Alert,bert
5/21/2026 9:09,ModernHR,"nova.osapi_compute.wsgi.server [req-4567e143-8688-4278-96d0-7cba46b7d48e 58c90cc6213e4607b338762b433cec37 db9d387d1ef44e4989913e9b460451c8 - - -] 10.11.10.1 ""GET /v2/db9d387d1ef44e4989913e9b460451c8/servers/detail HTTP/1.1"" Return code: 200 len: 1933 time: 0.3086947",HTTP Status,bert
12/1/2026 4:07,BillingSystem,"nova.osapi_compute.wsgi.server [req-81e7bb9c-7fee-4844-b46d-662065ee005a 4159a33292ae4dca892be7be4a38b33d 1b95efa270874c0e8257a000dd47f485 - - -] 10.11.10.1 ""GET /v2/1b95efa270874c0e8257a000dd47f485/servers/detail HTTP/1.1"" RCODE  200 len: 495 time: 0.1611182",HTTP Status,bert
2026-06-12 18:12:59,BillingSystem,"nova.compute.claims [req-d1a60098-1290-4b7a-aff7-f0e5547bebb4 5f09b29348f344cd99c2fcb5e6189998 33ad049defe04158a9e78c719d8d2b37 - - -] [instance: 6e85417a-4324-4c1e-a48b-d5bca8c4f37c] disk limit not specified, defaulting to unlimited",Resource Usage,bert
2026-02-03 14:34:01,BillingSystem,User User1603 logged in.,User Action,regex
11/3/2026 17:31,ModernHR,Critical system unit error: unit ID ComponentComponent20,Critical Error,bert
12/10/2026 22:31,AnalyticsEngine,Invalid input format caused module X to fail,Error,bert
4/26/2026 14:30,AnalyticsEngine,Email service experiencing issues with sending,Critical Error,bert
11/22/2026 11:00,BillingSystem,Backup started at 2026-04-12 13:44:40.,System Notification,regex
2026-05-29 18:09:27,BillingSystem,System updated to version 2.4.9.,System Notification,regex
2026-08-12 15:38:23,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-3b4827fe-ddea-43ab-bcf2-be4342d85d9a 05d4513e4a3e4811b9e3e15f2ccbdc45 b4ed9a03d64c475289fc7a44c1f62a3e - - -] 10.11.10.1 ""GET /v2/b4ed9a03d64c475289fc7a44c1f62a3e/servers/detail HTTP/1.1"" Return code: 200 len: 1513 time: 0.0508399",HTTP Status,bert
1/15/2026 1:24,BillingSystem,"nova.osapi_compute.wsgi.server [req-7d2d9d41-5c44-4572-abb8-40b8a8605a12 62e475d951964bd28401ad8eba08f44c 0adeb061a7454009b9212f20ff0fd018 - - -] 10.11.10.1 ""GET /v2/0adeb061a7454009b9212f20ff0fd018/servers/detail HTTP/1.1"" Return code: 200 len: 634 time: 0.111507",HTTP Status,bert
2026-09-27 13:30:18,LegacyCRM,API endpoint 'getCustomerDetails' is deprecated and will be removed in version 3.2. Use 'fetchCustomerInfo' instead.,Deprecation Warning,llm
9/14/2026 5:30,BillingSystem,Shard 4 replication task ended in failure,Error,bert
2026-11-09 22:15:28,ModernCRM,File data_5650.csv uploaded successfully by user User7740.,System Notification,regex
2026-05-29 16:26:38,ThirdPartyAPI,Shard 21 synchronization task failed,Error,bert
3/23/2026 11:14,ModernHR,"nova.osapi_compute.wsgi.server [req-ff1df470-1f7c-45ba-b4aa-d282433925bb aa79dc5fee044fcc95efc675b6457953 b1d0da3d3d524e86b809f0d39372903b - - -] 10.11.10.1 ""GET /v2/b1d0da3d3d524e86b809f0d39372903b/servers/detail HTTP/1.1"" Return code: 200 len: 2217 time: 0.1715981",HTTP Status,bert
4/8/2026 7:17,BillingSystem,"nova.osapi_compute.wsgi.server [req-ba1c34b0-6c6f-4fc8-a698-37b540bfcb8c e5f310b87f1f426082ba6c70d12e120d c143cc0ab01149a483182207555d9345 - - -] 10.11.10.1 ""GET /v2/c143cc0ab01149a483182207555d9345/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1949 time: 0.2933153",HTTP Status,bert
2026-02-10 18:05:39,ModernCRM,Service disruption caused by email sending error,Critical Error,bert
2026-12-18 22:34:52,AnalyticsEngine,File data_5063.csv uploaded successfully by user User5599.,System Notification,regex
2026-07-25 15:58:29,BillingSystem,User User7596 logged in.,User Action,regex
10/11/2026 15:24,ModernHR,Admin privilege escalation alert for user 9094,Security Alert,bert
2026-04-25 18:28:04,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-bafe99d5-45d6-4b16-8ff7-77af5fad254d e37e2ec4090c45ad989cf3de42d1abb1 d9f62859140145b8a4df393f02871b21 - - -] 10.11.10.1 ""GET /v2/d9f62859140145b8a4df393f02871b21/servers/detail HTTP/1.1"" RCODE  200 len: 1828 time: 0.3244226",HTTP Status,bert
4/8/2026 5:31,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-660b1d96-e148-427d-8c25-423590885718 d253348230834cb8a2ead738fe9d352a 2220b70c10674587a012fc0fb9a0f7de - - -] 10.11.10.1 ""GET /v2/2220b70c10674587a012fc0fb9a0f7de/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1555 time: 0.1740116",HTTP Status,bert
2026-04-14 22:40:54,ModernHR,User User3896 logged in.,User Action,regex
2026-03-27 10:21:58,ModernHR,Shard 9 synchronization task failed,Error,bert
2026-12-03 09:48:16,ThirdPartyAPI,Email service experiencing issues with sending,Critical Error,bert
2026-06-25 05:04:58,ThirdPartyAPI,User User6408 logged in.,User Action,regex
10/7/2026 17:46,ModernHR,File data_7158.csv uploaded successfully by user User9270.,System Notification,regex
2026-10-28 08:23:11,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-a47fb64a-282b-4623-b411-46209193bf0a cd2ff1972e30434a8b0bf940b79e8da4 2bb1989cb5424efa8857984f0d58921f - - -] 10.11.10.1 ""GET /v2/2bb1989cb5424efa8857984f0d58921f/servers/detail HTTP/1.1"" HTTP status code -  200 len: 156 time: 0.0619332",HTTP Status,bert
4/8/2026 22:31,ModernHR,"nova.osapi_compute.wsgi.server [req-f8582541-3b88-435c-979a-beaad5ae518c b939c16df6a7456eabbecf34edc56552 aec012d1847d4fabb33fd8673fdb7f69 - - -] 10.11.10.1 ""GET /v2/aec012d1847d4fabb33fd8673fdb7f69/servers/detail HTTP/1.1"" Return code: 200 len: 517 time: 0.1088173",HTTP Status,bert
10/29/2026 7:43,BillingSystem,Module X failed to validate input data format,Error,bert
8/11/2026 15:28,ModernHR,User User6484 logged in.,User Action,regex
2026-06-15 19:19:41,ModernCRM,File data_9576.csv uploaded successfully by user User9475.,System Notification,regex
11/9/2026 3:04,BillingSystem,Shard 31 synchronization task failed,Error,bert
2026-07-03 00:24:16,BillingSystem,System updated to version 2.7.8.,System Notification,regex
2026-08-04 15:03:20,ModernHR,"nova.osapi_compute.wsgi.server [req-e0f761de-c493-42cb-879f-f8de5e10e48b f55dea69694941e88790c19f1ebe6956 92a8462a6cea4ddc920667604198993e - - -] 10.11.10.1 ""GET /v2/92a8462a6cea4ddc920667604198993e/servers/detail HTTP/1.1"" Return code: 200 len: 1551 time: 0.2436807",HTTP Status,bert
2026-01-26 06:15:25,ModernHR,Service disruption caused by email sending error,Critical Error,bert
2026-10-26 05:16:36,ThirdPartyAPI,IP 192.168.164.241 flagged for potential security threat,Security Alert,bert
2026-07-29 03:21:35,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-13e495bd-fae3-46fe-aac2-61245583195c 8af066dd68fb46079a46b7ddb8fd338c f921a96cb65f4c48abdeceed5cfee76f - - -] 10.11.10.1 ""GET /v2/f921a96cb65f4c48abdeceed5cfee76f/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1806 time: 0.3315059",HTTP Status,bert
2026-12-24 14:32:27,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-08d2e0a4-3eb7-4b1a-8d71-c86b6e9337fa b3d1a15c414d4d19a4d945af59ee0d1e b95e9c6f8ded44e680c2171a77582b02 - - -] 10.11.10.1 ""GET /v2/b95e9c6f8ded44e680c2171a77582b02/servers/detail HTTP/1.1"" RCODE  200 len: 765 time: 0.1872397",HTTP Status,bert
1/12/2026 21:31,ModernCRM,"nova.osapi_compute.wsgi.server [req-103cfe20-fa54-48c3-9eb5-84f0f42104e4 460084c572254693840694849f57a104 f9f146afef1d4a8393908e0101d56c96 - - -] 10.11.10.1 ""GET /v2/f9f146afef1d4a8393908e0101d56c96/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1249 time: 0.34434",HTTP Status,bert
8/15/2026 15:28,ModernCRM,nova.compute.resource_tracker [req-bb1a5b14-180a-4f5a-a3e7-0278994c2728 - - - - -] Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=4096MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[],Resource Usage,bert
2026-08-23 08:50:01,AnalyticsEngine,"nova.osapi_compute.wsgi.server [req-5157946c-e8e8-4f6a-94a2-c5d0af20a777 0cb8568f500f4c6590b75bff6be1eca1 3d3b668a5cc5475e910fd0a1720bb33e - - -] 10.11.10.1 ""GET /v2/3d3b668a5cc5475e910fd0a1720bb33e/servers/detail HTTP/1.1"" Return code: 200 len: 1374 time: 0.4728271",HTTP Status,bert
12/6/2026 1:38,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-51ae66fa-71db-4629-848c-f2f5319d90ac 68d6de6d06fa4e61b135df73af9a3b32 113bf0bc3eeb4da2824b068b67e64413 - - -] 10.11.10.1 ""GET /v2/113bf0bc3eeb4da2824b068b67e64413/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1347 time: 0.2647947",HTTP Status,bert
2026-07-21 02:18:42,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-a5af5655-eb36-4f90-ba09-08c2301fcb8c 5eefdef59b58419b90d7d39266bb444d dba2578fb46144b4b9af48272f1fd115 - - -] 10.11.10.1 ""GET /v2/dba2578fb46144b4b9af48272f1fd115/servers/detail HTTP/1.1"" status: 200 len: 915 time: 0.2107133",HTTP Status,bert
2026-02-06 05:06:54,BillingSystem,Shard 12 replication task ended in failure,Error,bert
2026-03-14 13:32:29,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-7050d6da-78fc-4138-a004-1bd9c79f425d 9f0e2bb13a1d4349955a4504f4fe91db 93180b5375464a228ef1c06ff02851d4 - - -] 10.11.10.1 ""GET /v2/93180b5375464a228ef1c06ff02851d4/servers/detail HTTP/1.1"" HTTP status code -  200 len: 788 time: 0.2508385",HTTP Status,bert
11/25/2026 18:17,BillingSystem,UnAuthorized admin access granted to user 9387,Security Alert,bert
2026-02-21 03:08:48,ModernHR,"nova.osapi_compute.wsgi.server [req-20b6754b-a188-4748-a69c-733036dcb5aa 3cdb88525e9d4eef885014aeb9b17a53 a12fcb09393147f08eadc3191e6063df - - -] 10.11.10.1 ""GET /v2/a12fcb09393147f08eadc3191e6063df/servers/detail HTTP/1.1"" status: 200 len: 1387 time: 0.467969",HTTP Status,bert
2026-01-08 23:22:47,AnalyticsEngine,nova.compute.resource_tracker [req-fb707335-766d-471a-a324-12802705a763 - - - - -] Final resource view: name=cp-1.slowvm1.tcloud-pg0.utah.cloudlab.us phys_ram=64172MB used_ram=1024MB phys_disk=15GB used_disk=0GB total_vcpus=16 used_vcpus=0 pci_stats=[],Resource Usage,bert
2026-01-05 06:39:56,ModernCRM,Backup started at 2026-04-12 13:44:40.,System Notification,regex
1/23/2026 14:41,BillingSystem,"nova.osapi_compute.wsgi.server [req-82de6462-2b80-45fd-bd35-129d842ca40d bfff20aeb44347879d4706ab42c479d9 2e29b8f8b1c546659ea802717ec98d65 - - -] 10.11.10.1 ""GET /v2/2e29b8f8b1c546659ea802717ec98d65/servers/detail HTTP/1.1"" Return code: 200 len: 876 time: 0.0879825",HTTP Status,bert
3/12/2026 18:07,ThirdPartyAPI,Multiple bad login attempts detected on user 3922 account,Security Alert,bert
5/4/2026 22:06,BillingSystem,"nova.osapi_compute.wsgi.server [req-e0e82c21-e1ec-43f6-8180-795564089874 bf3d5793baab42a3835528dbb2e3f742 ebb954750a7147c7a874780197425fbb - - -] 10.11.10.1 ""GET /v2/ebb954750a7147c7a874780197425fbb/servers/detail HTTP/1.1"" Return code: 200 len: 1607 time: 0.2959398",HTTP Status,bert
12/4/2026 22:52,ModernHR,"nova.osapi_compute.wsgi.server [req-64b34e37-dfab-42ef-946f-0af869383735 02f8b34474b2494ba668cdb3e0b9ea9b 8651528bca124c28b283dca45cc45f1b - - -] 10.11.10.1 ""GET /v2/8651528bca124c28b283dca45cc45f1b/servers/detail HTTP/1.1"" RCODE  200 len: 1907 time: 0.266019",HTTP Status,bert
8/11/2026 4:01,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-73fe963c-6bdf-401a-b2cf-af6ffa9d6d78 e3f3b30ed7e1457581e963a440d2b841 0bff11aa3eba42f994a015d1beb13d90 - - -] 10.11.10.1 ""GET /v2/0bff11aa3eba42f994a015d1beb13d90/servers/detail HTTP/1.1"" status: 200 len: 646 time: 0.1739411",HTTP Status,bert
2026-12-27 07:18:50,ModernCRM,"nova.osapi_compute.wsgi.server [req-da781b86-b7c7-4690-a63f-9905ab7df6ce 2fe787d1aff943b8bff25fb24537d7ea da3940f97260485ea1cda37092c7bccb - - -] 10.11.10.1 ""GET /v2/da3940f97260485ea1cda37092c7bccb/servers/detail HTTP/1.1"" HTTP status code -  200 len: 912 time: 0.2626604",HTTP Status,bert
2/3/2026 4:01,ModernHR,User User3321 logged out.,User Action,regex
2026-03-15 03:20:55,ModernHR,"nova.osapi_compute.wsgi.server [req-9654b59c-a69f-49e3-b81f-baaeba0997e5 407d8d3bcdcb48b0a170e40b73e91693 6fc764f7c2ae4489939de4c1abb7975c - - -] 10.11.10.1 ""GET /v2/6fc764f7c2ae4489939de4c1abb7975c/servers/detail HTTP/1.1"" HTTP status code -  200 len: 1929 time: 0.1636899",HTTP Status,bert
5/11/2026 5:28,ThirdPartyAPI,System updated to version 2.2.9.,System Notification,regex
8/27/2026 23:49,ModernHR,IP 192.168.93.161 flagged for potential security threat,Security Alert,bert
1/29/2026 19:23,BillingSystem,System updated to version 2.9.5.,System Notification,regex
1/12/2026 20:26,ThirdPartyAPI,"nova.osapi_compute.wsgi.server [req-1ac15610-5179-488c-8859-a640f16374ee 48722705b1a349549d91b3613dd64fc4 b1e6e3709e2d4707bc2d80ddcb148b10 - - -] 10.11.10.1 ""GET /v2/b1e6e3709e2d4707bc2d80ddcb148b10/servers/detail HTTP/1.1"" HTTP status code -  200 len: 2288 time: 0.313172",HTTP Status,bert
2026-06-04 21:30:56,ModernHR,"nova.osapi_compute.wsgi.server [req-359f1069-6895-43f7-97ef-4abaa2ed1816 82ea8577cf2947fca90dde64cb3a4969 365219100800440dbb6a49985af2ceba - - -] 10.11.10.1 ""GET /v2/365219100800440dbb6a49985af2ceba/servers/detail HTTP/1.1"" RCODE  200 len: 2005 time: 0.2011758",HTTP Status,bert
2026-03-03 15:52:58,ModernHR,"nova.osapi_compute.wsgi.server [req-f28f8967-1997-4a37-bcef-01dbeac8801c f8ab91495e5c40368a485bc3acfdaf76 3fad16ee4a23474dbc8eea18e9dc93c8 - - -] 10.11.10.1 ""GET /v2/3fad16ee4a23474dbc8eea18e9dc93c8/servers/detail HTTP/1.1"" RCODE  200 len: 1755 time: 0.0507805",HTTP Status,bert
2026-03-24 22:38:52,ModernHR,"nova.osapi_compute.wsgi.server [req-669599b7-8a86-4bbb-a206-3ff6768d3ae0 1a3eb3306e7a4d2c9d1a44d801117915 2e02d89947c24cd68309f51d3c943bd7 - - -] 10.11.10.1 ""GET /v2/2e02d89947c24cd68309f51d3c943bd7/servers/detail HTTP/1.1"" RCODE  200 len: 1341 time: 0.4333393",HTTP Status,bert
